"","postgresID","SessionDateTime","final_role","Email","Organization","Attended","DisciplinesRepresented","OrgType","city","state","latitude","longitude","community_area"
"1","168","05/11/2020 - 4PM","Teacher","c75845fc","47e41ab6","Y","Dance","School","Chicago","IL",41.8728861376205,-87.6280810090379,"Loop"
"2","17","4/30/2020 - 9AM","Teaching Artist","7562d238","f49293a3","Y","Multi-disciplinary","School","Chicago","IL",41.899394059723,-87.6948046288855,"West Town"
"3","191","5/04/2020 - 2PM","Teacher","d1193792","e3f144e0","N",NA,"School","Chicago","IL",41.8186649098161,-87.695175200894,"Brighton Park"
"4","204","4/16/2020 - 12PM","Teaching Artist","da6deace","c0119cbc","N",NA,"School","Chicago","IL",41.9889471666052,-87.6666819495116,"Edgewater"
"5","204","5/06/2020 - 3PM","Teaching Artist","da6deace","a63be41f","Y",NA,"School","Chicago","IL",41.9890145539486,-87.6666195138959,"Edgewater"
"6","204","4/30/2020 - 9AM","Teaching Artist","da6deace","a63be41f","N",NA,"School","Chicago","IL",41.9890601194819,-87.6667854348417,"Edgewater"
"7","204","4/30/2020 - 9AM","Teacher","c98c31cf","a63be41f","N","Theatre","School","Chicago","IL",41.9890757639323,-87.6666638072675,"Edgewater"
"8","204","05/07/2020 - 4PM","Teacher","5f6b4519","96e938e9","Y","Theatre","School","Chicago","IL",41.9889322730675,-87.6669033950428,"Edgewater"
"9","204","05/07/2020 - 4PM","Teacher","c98c31cf","96e938e9","Y","Theatre","School","Chicago","IL",41.9890608427544,-87.6666590208995,"Edgewater"
"10","204","05/20/2020 - 9AM","CPS Administrator","6d89ecab","96e938e9","Y",NA,"School","Chicago","IL",41.9890426439547,-87.6667545372979,"Edgewater"
"11","204","05/06/2020 - 9AM","CPS Administrator","6d89ecab","91238f6b","Y",NA,"School","Chicago","IL",41.9889506911541,-87.6666605461163,"Edgewater"
"12","204","05/11/2020 - 4PM","Teacher","c98c31cf","96e938e9","N","Theatre","School","Chicago","IL",41.9889876931043,-87.6666622615185,"Edgewater"
"13","204","05/11/2020 - 4PM","Teacher","95634cbc","96e938e9","Y","Music","School","Chicago","IL",41.9890340043566,-87.666765381406,"Edgewater"
"14","211","05/07/2020 - 4PM","Teacher","f020f1d9","fcf08c45","Y","Music","School","Chicago","IL",41.9190702213853,-87.6454333548865,"Lincoln Park"
"15","220","05/07/2020 - 4PM","Teacher","ef85ed02","0e1f327c","Y","Music","School","Chicago","IL",41.9813318101868,-87.7077543142706,"North Park"
"16","222","05/07/2020 - 4PM","Teacher","0247cfdb","2b515aad","N","Theatre","School","Chicago","IL",41.814204918252,-87.6030153935054,"Kenwood"
"17","226","05/11/2020 - 4PM","Teacher","59fc903b","bbd3bfc6","Y","Dance","School","Chicago","IL",41.8023170758043,-87.7215759745424,"Archer Heights"
"18","226","05/11/2020 - 4PM","Teacher","823ec67e","bbd3bfc6","Y","Dance","School","Chicago","IL",41.8021601493194,-87.7218536523323,"Archer Heights"
"19","262","5/04/2020 - 2PM","Teacher","0a7dcb6a","f93b9a24","N",NA,"School","Chicago","IL",42.0039777690341,-87.6977826091873,"West Ridge"
"20","262","05/11/2020 - 4PM","Teacher","0a7dcb6a","c3c63846","N","Visual Arts","School","Chicago","IL",42.0040014181772,-87.6977856468793,"West Ridge"
"21","262","05/11/2020 - 4PM","Teacher","b8406834","c3c63846","Y","Music","School","Chicago","IL",42.0038982196431,-87.697866027798,"West Ridge"
"22","272","05/11/2020 - 4PM","Teacher","4a5c1ed0","35df8e77","N","Visual_arts","School","Chicago","IL",41.7612147352857,-87.576077490195,"South Shore"
"23","272","05/07/2020 - 4PM","Teacher","4a5c1ed0","35df8e77","Y","Visual_arts","School","Chicago","IL",41.7611918378863,-87.5760124227896,"South Shore"
"24","337","05/11/2020 - 4PM","Teacher","34b473f9","5cb85dee","N","Visual Arts","School","Chicago","IL",41.9995079933167,-87.7618140850933,"Forest Glen"
"25","365","5/07/2020 - 9AM","Teaching Artist","7ea6264f","ae974e7e","Y",NA,"School","Chicago","IL",41.9760982108549,-87.7959072547602,"Norwood Park"
