"","postgresID","SessionDateTime","final_role","Email","Organization","Attended","DisciplinesRepresented","OrgType","city","state","latitude","longitude","community_area"
"26","384","05/11/2020 - 4PM","Teacher","3230be6c","4e36a15e","Y","Dance","School","Chicago","IL",41.948200877033,-87.664113319464,"Lake View"
"27","385","05/07/2020 - 4PM","Teacher","bd87f0d5","0db8e282","Y","Theatre","School","Chicago","IL",41.8104441822273,-87.6541299035741,"New City"
"28","420","05/11/2020 - 4PM","Teacher","46bff6c8","c5d0280f","Y","Dance","School","Chicago","IL",41.9422884023509,-87.6788434541592,"North Center"
"29","420","05/11/2020 - 4PM","Teacher","d9a56d14","c5d0280f","Y","Dance","School","Chicago","IL",41.9365169814551,-87.6746261856427,"North Center"
"30","435","05/11/2020 - 4PM","Teacher","35899f1c","e1eb0efb","Y","Music","School","Chicago","IL",41.7201761217975,-87.633654975412,"Washington Heights"
"31","463","05/11/2020 - 4PM","Teacher","ab17bb6f","ea9f1980","Y","Music","School","Chicago","IL",41.9220564295798,-87.6537588763005,"Lincoln Park"
"32","474","4/23/2020 - 10AM","Teacher","733c0460","ff91fff5","Y","Visual Art","School","Chicago","IL",41.8888472552263,-87.6916579486605,"West Town"
"33","488","5/06/2020 - 3PM","Teacher","657fc658","5214a6be","N",NA,"School","Chicago","IL",41.95202102482,-87.7171606055589,"Irving Park"
"34","532","05/20/2020 - 9AM","Teaching Artist","d2bb536f","fc68a09f","Y",NA,"School","Chicago","IL",41.9604584949755,-87.763429667447,"Portage Park"
"35","532","05/07/2020 - 4PM","Teacher","feb8a50e","eaf6fb0f","N","Music","School","Chicago","IL",41.9596453097085,-87.7608465852179,"Portage Park"
"36","532","05/06/2020 - 9AM","Teaching Artist","d2bb536f","fc68a09f","Y",NA,"School","Chicago","IL",41.9613338567529,-87.7582049462878,"Portage Park"
"37","537","5/04/2020 - 2PM","Teacher","9e34143d","b79e4886","Y","Dance","School","Chicago","IL",41.9598885829046,-87.6728613917236,"Lake View"
"38","537","05/07/2020 - 4PM","Teacher","b72c21e7","14b3483a","Y","Visual Arts","School","Chicago","IL",41.9604183381733,-87.6756238180758,"Lake View"
"39","572","05/11/2020 - 4PM","Teacher","0d8d6307","a953b3f3","N","Music","School","Chicago","IL",41.9904366095829,-87.7293488170784,"North Park"
"40","572","05/07/2020 - 4PM","Teacher","0d8d6307","a953b3f3","N","Music","School","Chicago","IL",41.9902446480392,-87.7228246720574,"North Park"
"41","585","05/07/2020 - 4PM","Teacher","8e11acfd","0bb73793","Y","Dance","School","Chicago","IL",41.8925612928356,-87.6765178200953,"West Town"
"42","613","05/07/2020 - 4PM","Teacher","178438af","696658df","Y","Music","School","Chicago","IL",41.9105361899301,-87.6859024876818,"West Town"
"43","670","5/04/2020 - 2PM","Teacher","02b5a4f3","699923dd","Y","Dance","School","Chicago","IL",41.8717819053537,-87.7545196733269,"Austin"
"44","720","05/07/2020 - 4PM","Teacher","77d4228c","dc351f27","Y","Theatre","School","Chicago","IL",41.835563934907,-87.7388601697403,"South Lawndale"
"45","746","05/11/2020 - 4PM","Teacher","9e6edd5c","cdde06a5","N","Visual Arts","School","Chicago","IL",41.8929144865871,-87.6512604378156,"West Town"
"46","746","05/07/2020 - 4PM","Teacher","74916002","7d677fdb","N","Visual Arts","School","Chicago","IL",41.8953306631579,-87.6584896319495,"West Town"
"47","769","05/11/2020 - 4PM","Teacher","2e8bf64e","8c38327e","Y","Music","School","Chicago","IL",41.8082612129268,-87.6889738176539,"Brighton Park"
"48","771","05/07/2020 - 4PM","Teacher","1180ec68","dcc51625","N","Music","School","Chicago","IL",41.8114605159814,-87.6701342910327,"New City"
"49","789","05/11/2020 - 4PM","Teacher","289b406d","a26f565f","Y","Dance","School","Chicago","IL",41.8015075445972,-87.619578338424,"Washington Park"
"50","791","05/07/2020 - 4PM","Teacher","ccbf8747","fb14a8df","Y","Music","School","Chicago","IL",41.7903894863487,-87.7285139389926,"West Elsdon"
"51","1","5/07/2020 - 9AM","Program Manager","a457a023","efe7b45a","N",NA,"Partner","Chicago","IL",41.9030207460223,-87.6771524442448,"West Town"
"52","1021","4/16/2020 - 9AM","Community Member","8395ec1e","fbaa6d80","Y","Multi-disciplinary","Partner","Chicago","IL",41.8852319333036,-87.6347354072416,"Loop"
"53","1044","5/04/2020 - 2PM","Executive Director","9e06d120","5dc80525","N",NA,"Partner","Chicago","IL",41.857838412897,-87.6302447185418,"Lower West Side"
"54","106","05/06/2020 - 9AM","Program Manager","35f7b161","4d76fbd9","Y",NA,"Partner","Chicago","IL",41.8847523270547,-87.6210702371392,"Loop"
"55","106","05/20/2020 - 9AM","Program Manager","35f7b161","4d76fbd9","Y",NA,"Partner","Chicago","IL",41.8819940924889,-87.625471126421,"Loop"
"56","1115","4/22/2020 - 2PM","Program Manager","07038908","343bc22a","Y","Music;Theatre","Partner","Chicago","IL",41.9284428671787,-87.7361179795646,"Hermosa"
"57","113","4/30/2020 - 9AM","Program Manager","329cb571","5cf5a929","N",NA,"Partner","Chicago","IL",41.8814942583095,-87.6476064226084,"Near West Side"
"58","114","05/06/2020 - 9AM","Executive Director","82d3db7b","ed7c8184","Y",NA,"Partner","Chicago","IL",41.8051683346124,-87.5851870268394,"Kenwood"
"59","12","4/23/2020 - 10AM","Program Manager","e9fd69fa","22537a04","Y",NA,"Partner","Evanston","IL",42.0570597769053,-87.6788522356436,NA
"60","1209","4/16/2020 - 9AM","Executive Director","751be46d","364d9855","Y","Dance;Multi-disciplinary","Partner","Chicago","IL",41.8919868540692,-87.6284556120427,"Near North Side"
"61","121","4/16/2020 - 12PM","Program Manager","d1feee8b","02c40125","N",NA,"Partner","Chicago","IL",41.8829484907596,-87.6356276317567,"Loop"
"62","122","4/30/2020 - 9AM","Teaching Artist","d4fab32e","879ea667","N",NA,"Partner","Chicago","IL",41.8167424511932,-87.5910382890349,"Kenwood"
"63","122","4/27/2020 - 1PM","Executive Director","f9fb8567","879ea667","Y",NA,"Partner","Chicago","IL",41.8182638754961,-87.6043383623151,"Kenwood"
"64","1220","5/04/2020 - 2PM","Executive Director","04aa9890","4b160c0e","Y",NA,"Partner","Chicago","IL",41.9842714751904,-87.6931213779088,"Lincoln Square"
"65","1220","4/20/2020 - 2PM","Executive Director","04aa9890","4b160c0e","Y",NA,"Partner","Chicago","IL",41.9779986003134,-87.6902217964714,"Lincoln Square"
"66","1223","4/23/2020 - 10AM","Community Member","989d191a","bbfaf8a2","N",NA,"Partner","Nashville","TN",36.1435097072041,-86.79210934311,NA
"67","1336","4/20/2020 - 2PM","Executive Director","59cdb75d","81d7143a","Y",NA,"Partner","Evanston","IL",42.0373830246496,-87.6895990802722,NA
"68","1336","5/06/2020 - 3PM","Executive Director","59cdb75d","81d7143a","Y",NA,"Partner","Evanston","IL",42.035717406504,-87.6751154984254,NA
"69","139","4/22/2020 - 2PM","Program Manager","6a7263e3","210c1f80","Y","Theatre;Literary Arts","Partner","Chicago","IL",42.0053771734324,-87.6643002766337,"Rogers Park"
"70","145","4/22/2020 - 2PM","Program Manager","deba5f95","7f7e4b37","N","Theatre","Partner","Chicago","IL",41.8956544595728,-87.6242960952844,"Near North Side"
"71","149","4/23/2020 - 10AM","Program Manager","352ff204","9582513e","Y",NA,"Partner","Chicago","Illinois",41.885184921454,-87.6458253923746,"Loop"
"72","149","4/20/2020 - 2PM","Program Manager","352ff204","9582513e","Y",NA,"Partner","Chicago","Illinois",41.8835711880839,-87.6353182408983,"Loop"
"73","149","4/30/2020 - 9AM","Program Manager","352ff204","9582513e","N",NA,"Partner","Chicago","Illinois",41.8831313395755,-87.6342218863416,"Loop"
"74","149","4/27/2020 - 1PM","Teaching Artist","851ed3c3","425bc14f","Y",NA,"Partner","Chicago","Illinois",41.8791487238264,-87.6405914757971,"Loop"
"75","149","4/22/2020 - 2PM","Program Manager","352ff204","9582513e","Y","Multi-disciplinary","Partner","Chicago","Illinois",41.8797810429363,-87.6314490244799,"Loop"
"76","149","4/27/2020 - 1PM","Program Manager","352ff204","9582513e","N",NA,"Partner","Chicago","Illinois",41.8818243720428,-87.6405119929843,"Loop"
"77","153","05/20/2020 - 9AM","Executive Director","0aeae94f","e884b72d","Y",NA,"Partner","Chicago","IL",41.8991507769467,-87.6358077738858,"Near North Side"
"78","153","4/30/2020 - 9AM","Program Manager","b5d06e37","e884b72d","N",NA,"Partner","Chicago","IL",41.8993453338483,-87.6283755706367,"Near North Side"
"79","153","05/06/2020 - 9AM","Executive Director","0aeae94f","e884b72d","Y",NA,"Partner","Chicago","IL",41.8953853584696,-87.641936621574,"Near North Side"
"80","159","5/06/2020 - 3PM","Program Manager","7632c866","6f298fe2","Y",NA,"Partner","Chicago","IL",41.8970495047171,-87.6186545132182,"Near North Side"
"81","159","4/16/2020 - 12PM","Executive Director","7dee8299","52e9c29f","Y","Theatre","Partner","Chicago","IL",41.8969277358751,-87.6187999445695,"Near North Side"
"82","159","4/20/2020 - 2PM","Program Manager","727120f7","5f996aa2","N",NA,"Partner","Chicago","IL",41.8972111462753,-87.6241534595456,"Near North Side"
"83","159","4/30/2020 - 9AM","Program Manager","727120f7","5f996aa2","Y","Visual Arts;Multi-disciplinary","Partner","Chicago","IL",41.8986244761873,-87.6164643843218,"Near North Side"
"84","159","4/22/2020 - 2PM","Program Manager","7dee8299","52e9c29f","N",NA,"Partner","Chicago","IL",41.8975078231496,-87.6247556829683,"Near North Side"
"85","159","4/22/2020 - 2PM","Program Manager","727120f7","5f996aa2","N",NA,"Partner","Chicago","IL",41.8968679854699,-87.6298701307946,"Near North Side"
"86","172","05/20/2020 - 9AM","Program Manager","b50788e6","2a29dce7","Y",NA,"Partner","DeKalb","IL",41.939819776293,-88.7565395706143,NA
"87","172","05/06/2020 - 9AM","Program Manager","b50788e6","2a29dce7","Y",NA,"Partner","DeKalb","IL",41.9367011432342,-88.7543618865204,NA
"88","19","4/22/2020 - 2PM","Program Manager","38ebb946","a7ce7aaa","Y","Music;Theatre;Dance;Literary Arts","Partner","Chicago","IL",41.8764796857681,-87.6301247363173,"Loop"
"89","191","4/16/2020 - 9AM","Program Manager","4251fe2d","b6a25508","N",NA,"Partner","Chicago","IL",41.8879978382069,-87.6280525226709,"Loop"
"90","191","4/20/2020 - 2PM","Executive Director","4251fe2d","b6a25508","Y",NA,"Partner","Chicago","IL",41.8877208975161,-87.623461622232,"Loop"
"91","206","4/20/2020 - 2PM","Program Manager","85da23ac","90e74dca","Y",NA,"Partner","Chicago","IL",41.8845000662791,-87.6358451325521,"Loop"
"92","208","4/22/2020 - 2PM","Program Manager","026eb115","4d623866","N",NA,"Partner","Chicago","IL",41.8703209099889,-87.6680969697135,"Near West Side"
"93","208","5/06/2020 - 3PM","Program Manager","026eb115","4d623866","Y",NA,"Partner","Chicago","IL",41.8748285894965,-87.6668272844369,"Near West Side"
"94","21","4/23/2020 - 10AM","Program Manager","00bdf070","28ad03e2","Y",NA,"Partner","Chicago","IL",41.9599443910891,-87.6665443290946,"Lincoln Square"
"95","21","5/07/2020 - 9AM","Executive Director","d8515ba7","410be872","N",NA,"Partner","Chicago","IL",41.9651007322654,-87.6707641122205,"Lincoln Square"
"96","21","4/16/2020 - 9AM","Program Manager","00bdf070","410be872","N",NA,"Partner","Chicago","IL",41.9621749110143,-87.6679970372286,"Lincoln Square"
"97","214","5/06/2020 - 3PM","Program Manager","f7983a31","4b4e475f","Y",NA,"Partner","Chicago","IL",41.913784643245,-87.6435933935741,"Lincoln Park"
"98","221","05/15/2020 - 11AM","Program Manager","796b19fd","cebd306f","Y","Visual Art","Partner","Chicago","IL",41.8909513963863,-87.629792224241,"Near North Side"
"99","223","4/23/2020 - 10AM","Teaching Artist","e6a688cf","5033b78f","N",NA,"Partner","Chicago","IL",41.8824017509449,-87.6184876566316,"Loop"
"100","223","4/30/2020 - 9AM","Teaching Artist","e6a688cf","5033b78f","N",NA,"Partner","Chicago","IL",41.8767003090132,-87.6258978500784,"Loop"
"101","223","4/20/2020 - 2PM","Teaching Artist","e6a688cf","5033b78f","Y",NA,"Partner","Chicago","IL",41.8803167078843,-87.6281962893031,"Loop"
"102","223","05/20/2020 - 9AM","Program Manager","31fa4e4b","37b32ff8","Y",NA,"Partner","Chicago","IL",41.8841515676139,-87.6319435682314,"Loop"
"103","223","05/06/2020 - 9AM","Program Manager","31fa4e4b","37b32ff8","Y",NA,"Partner","Chicago","IL",41.8800217857153,-87.6266753089968,"Loop"
"104","223","5/04/2020 - 2PM","Program Manager","af3d540a","5033b78f","Y",NA,"Partner","Chicago","IL",41.8794004787033,-87.6316896910143,"Loop"
"105","23","5/07/2020 - 9AM","Program Manager","ae895ddc","400d42ba","Y",NA,"Partner","Chicago","IL",41.6895846053732,-87.6780314914238,"Morgan Park"
"106","23","4/27/2020 - 1PM","Teaching Artist","ae895ddc","400d42ba","Y",NA,"Partner","Chicago","IL",41.693744171395,-87.6827397828132,"Morgan Park"
"107","23","5/06/2020 - 3PM","Program Manager","7b93daea","492cf7ec","Y",NA,"Partner","Chicago","IL",41.6889973090684,-87.6866554098023,"Morgan Park"
"108","23","4/16/2020 - 9AM","Program Manager","7b93daea","492cf7ec","Y","Visual Art;Music;Theatre;Dance","Partner","Chicago","IL",41.6943697575938,-87.6772014310206,"Morgan Park"
"109","23","4/30/2020 - 9AM","Program Manager","7b93daea","492cf7ec","N",NA,"Partner","Chicago","IL",41.6903539124,-87.6890351607283,"Morgan Park"
"110","23","4/23/2020 - 10AM","Program Manager","7b93daea","492cf7ec","Y",NA,"Partner","Chicago","IL",41.6909733277271,-87.6759757237617,"Morgan Park"
"111","232","4/27/2020 - 1PM","Executive Director","c58ebbe7","ff0f0c28","Y",NA,"Partner","Chicago","IL",41.8829150437833,-87.6365835110794,"Loop"
"112","242","5/07/2020 - 9AM","Program Manager","4f6b5aaa","061f9f48",NA,NA,"Partner","Chicago","IL",41.9400761944558,-87.6449365567007,"Lake View"
"113","250","4/22/2020 - 2PM","Program Manager","2318c07c","f6c065dd","N",NA,"Partner","Chicago","IL",41.9099971011142,-87.6739598412865,"Loop"
"114","250","4/23/2020 - 10AM","Program Manager","404af393","f6c065dd","N",NA,"Partner","Chicago","IL",41.9151158587851,-87.6682245651935,"Loop"
"115","250","4/23/2020 - 10AM","Program Manager","a2aff15a","f6c065dd","N",NA,"Partner","Chicago","IL",41.9156051447606,-87.6608123026608,"Loop"
"116","250","4/20/2020 - 2PM","Program Manager","404af393","f6c065dd","N",NA,"Partner","Chicago","IL",41.9085533791815,-87.6740691034249,"Loop"
"117","250","05/20/2020 - 9AM","Executive Director","4265f2de","f6c065dd","Y","Multi-disciplinary","Partner","Chicago","IL",41.9132579703415,-87.6705445800705,"Loop"
"118","250","5/04/2020 - 2PM","Program Manager","29eb26d2","f6c065dd","Y",NA,"Partner","Chicago","IL",41.9085054043016,-87.6736404452749,"Loop"
"119","250","4/30/2020 - 9AM","Program Manager","29eb26d2","f6c065dd","N",NA,"Partner","Chicago","IL",41.9143886176354,-87.660157382072,"Loop"
"120","250","4/20/2020 - 2PM","Program Manager","29eb26d2","f6c065dd","Y",NA,"Partner","Chicago","IL",41.9109899045782,-87.6655052096542,"Loop"
"121","250","4/30/2020 - 9AM","Program Manager","2318c07c","f6c065dd","N",NA,"Partner","Chicago","IL",41.9146287994995,-87.6719512588954,"Loop"
"122","250","4/27/2020 - 1PM","Program Manager","404af393","f6c065dd","N",NA,"Partner","Chicago","IL",41.9103350493255,-87.6620606176254,"Loop"
"123","250","5/04/2020 - 2PM","Program Manager","2318c07c","f6c065dd","N",NA,"Partner","Chicago","IL",41.9147624968972,-87.6608636648205,"Loop"
"124","250","5/06/2020 - 3PM","Program Manager","29eb26d2","f6c065dd","Y",NA,"Partner","Chicago","IL",41.9122355423749,-87.6642806003932,"Loop"
"125","250","4/22/2020 - 2PM","Program Manager","404af393","f6c065dd","N",NA,"Partner","Chicago","IL",41.908026378624,-87.6716097744601,"Loop"
"126","250","4/30/2020 - 9AM","Program Manager","404af393","f6c065dd","N",NA,"Partner","Chicago","IL",41.9133072365081,-87.672261493014,"Loop"
"127","250","05/06/2020 - 9AM","Executive Director","4265f2de","f6c065dd","Y",NA,"Partner","Chicago","IL",41.9123434497332,-87.663858368942,"Loop"
"128","250","5/07/2020 - 9AM","Program Manager","404af393","f6c065dd","N",NA,"Partner","Chicago","IL",41.9145634299793,-87.6631865842603,"Loop"
"129","250","4/23/2020 - 10AM","Program Manager","29eb26d2","f6c065dd","N",NA,"Partner","Chicago","IL",41.9147974200977,-87.6636613486287,"Loop"
"130","250","5/04/2020 - 2PM","Program Manager","404af393","f6c065dd","N",NA,"Partner","Chicago","IL",41.914684779709,-87.6760119146729,"Loop"
"131","250","4/20/2020 - 2PM","Program Manager","0104d9d6","f6c065dd","Y",NA,"Partner","Chicago","IL",41.9135273162081,-87.6592428286775,"Loop"
"132","250","4/27/2020 - 1PM","Program Manager","29eb26d2","f6c065dd","N",NA,"Partner","Chicago","IL",41.9103155522098,-87.6660405252439,"Loop"
"133","250","5/06/2020 - 3PM","Program Manager","404af393","f6c065dd","N",NA,"Partner","Chicago","IL",41.9090712465914,-87.6737066021485,"Loop"
"134","250","4/22/2020 - 2PM","Program Manager","29eb26d2","f6c065dd","Y",NA,"Partner","Chicago","IL",41.9092341246172,-87.6588597434552,"Loop"
"135","254","5/04/2020 - 2PM","Program Manager","7c50c5a5","5f746408","Y",NA,"Partner","Glencoe","IL",42.1379093087266,-87.7549202087745,NA
"136","254","4/30/2020 - 9AM","Program Manager","7c50c5a5","5f746408","N",NA,"Partner","Glencoe","IL",42.1344888273743,-87.7593018551882,NA
"137","262","5/04/2020 - 2PM","Teaching Artist","d5d87a4b","1b60bd92","N",NA,"Partner","Chicago","IL",41.7991392029569,-87.587729204765,"Hyde Park"
"138","262","4/20/2020 - 2PM","Program Manager","5009d078","1b60bd92","Y",NA,"Partner","Chicago","IL",41.8021018160501,-87.5878234696206,"Hyde Park"
"139","262","4/27/2020 - 1PM","Teaching Artist","c6e4c45a","6d2ccf78","N",NA,"Partner","Chicago","IL",41.7978502473787,-87.5801632663576,"Hyde Park"
"140","271","4/16/2020 - 12PM","Executive Director","041165a3","c0b980b1","Y","Dance","Partner","Chicago","IL",41.9729162274113,-87.7493672892291,"Forest Glen"
"141","328","4/16/2020 - 12PM","Executive Director","aefe3b0d","b8a70c5b","Y","Multi-disciplinary","Partner","Chicago","IL",41.9948830877029,-87.7013673830081,"West Ridge"
"142","328","4/16/2020 - 12PM","Executive Director","af025297","6a64c527","Y",NA,"Partner","Chicago","IL",42.000745200309,-87.7038642750616,"West Ridge"
"143","329","4/16/2020 - 9AM","Teaching Artist","ab9d39ee","9125e596","Y",NA,"Partner","Chicago","IL",41.8751377855234,-87.6468697460613,"Near West Side"
"144","33","4/20/2020 - 2PM","Program Manager","f505c3d1","b7496c5b","Y",NA,"Partner","Chicago","IL",41.8584562428586,-87.6367306976809,"Lower West Side"
"145","33","4/20/2020 - 2PM","Program Manager","14a063de","b7496c5b","Y",NA,"Partner","Chicago","IL",41.859677484158,-87.6293643519756,"Lower West Side"
"146","33","4/20/2020 - 2PM","Program Manager","c7161fac","b7496c5b","Y",NA,"Partner","Chicago","IL",41.8595068152546,-87.6416730792089,"Lower West Side"
"147","353","4/30/2020 - 9AM","Teaching Artist","a1464d50","aeafd89d","Y",NA,"Partner","Chicago","IL",41.9835548850596,-87.7098321331543,"North Park"
"148","353","4/22/2020 - 2PM","Teaching Artist","a1464d50","aeafd89d","Y",NA,"Partner","Chicago","IL",41.9800890926057,-87.7166491351549,"North Park"
"149","353","5/06/2020 - 3PM","Teaching Artist","a1464d50","aeafd89d","Y",NA,"Partner","Chicago","IL",41.9850184099794,-87.7222177418811,"North Park"
"150","353","4/20/2020 - 2PM","Teaching Artist","a1464d50","aeafd89d","Y",NA,"Partner","Chicago","IL",41.9837976165737,-87.714867601621,"North Park"
"151","353","5/07/2020 - 9AM","Teaching Artist","a1464d50","aeafd89d","Y",NA,"Partner","Chicago","IL",41.9788887464482,-87.7184785028774,"North Park"
"152","353","4/27/2020 - 1PM","Teaching Artist","a1464d50","aeafd89d","Y",NA,"Partner","Chicago","IL",41.9832274453907,-87.7262951462981,"North Park"
"153","353","5/04/2020 - 2PM","Teaching Artist","a1464d50","aeafd89d","Y",NA,"Partner","Chicago","IL",41.9788492415756,-87.7142029435129,"North Park"
"154","365","4/30/2020 - 9AM","Teaching Artist","9aafe681","e3572b15","Y",NA,"Partner","Chicago","IL",41.8774734926283,-87.6439619517188,"Near West Side"
"155","365","4/20/2020 - 2PM","Teaching Artist","9aafe681","e3572b15","N",NA,"Partner","Chicago","IL",41.8742686741249,-87.6508216323996,"Near West Side"
"156","368","4/20/2020 - 2PM","Executive Director","6012f1bb","093282db","N",NA,"Partner","Chicago","IL",41.725918761293,-87.6221314687059,"Roseland"
"157","37","05/20/2020 - 9AM","Teaching Artist","4d90009f","07fedecf","Y","Visual Arts","Partner","Chicago","IL",41.8803913017295,-87.6343012089263,"Loop"
"158","37","4/22/2020 - 2PM","Program Manager","682873e9","07fedecf","Y","Multi-disciplinary","Partner","Chicago","IL",41.8825687227574,-87.6318012693762,"Loop"
"159","37","4/16/2020 - 9AM","Teaching Artist","4d90009f","07fedecf","Y","Visual Art","Partner","Chicago","IL",41.8768460534657,-87.6345609484561,"Loop"
"160","42","4/30/2020 - 9AM","Program Manager","bbc91b7b","f3d021f8","Y",NA,"Partner","Chicago","IL",41.8840269078273,-87.6613664016164,"West Town"
"161","42","5/07/2020 - 9AM","Program Manager","bbc91b7b","f3d021f8","N",NA,"Partner","Chicago","IL",41.8798648293538,-87.6651716911746,"West Town"
"162","42","4/16/2020 - 9AM","Program Manager","bbc91b7b","f3d021f8","Y","Visual Art;Music;Theatre;Literary Arts","Partner","Chicago","IL",41.883822788167,-87.6489849009139,"West Town"
"163","42","4/27/2020 - 1PM","Program Manager","bbc91b7b","f3d021f8","N",NA,"Partner","Chicago","IL",41.8807337885534,-87.6630593355112,"West Town"
"164","42","5/04/2020 - 2PM","Program Manager","bbc91b7b","f3d021f8","N",NA,"Partner","Chicago","IL",41.882858112615,-87.664744340016,"West Town"
"165","425","4/16/2020 - 9AM","Executive Director","8084a179","a2161e80","Y","Theatre","Partner","Chicago","IL",41.9713265671192,-87.7278519403536,"Albany Park"
"166","425","4/16/2020 - 9AM","Program Manager","df3f8048","a2161e80","Y","Multi-disciplinary","Partner","Chicago","IL",41.9737197320067,-87.7282186120431,"Albany Park"
"167","45","4/16/2020 - 12PM","Community Member","b17f69e9","62bd6beb","Y","Other","Partner","Chicago","IL",41.963102533791,-87.70670050344,"Logan Square"
"168","461","05/11/2020 - 4PM","Community Member","2219d911","7bc5ebc3","Y",NA,"Partner","Evanston","IL",42.0523114209881,-87.680282808966,NA
"169","461","05/20/2020 - 9AM","Teaching Artist","2f0c375f","9e2a745c","Y","Dance","Partner","Evanston","IL",42.0499288533356,-87.6713159072475,NA
"170","461","05/06/2020 - 9AM","Teaching Artist","2f0c375f","9e2a745c","Y",NA,"Partner","Evanston","IL",42.0478473404692,-87.6740612988349,NA
"171","473","4/16/2020 - 9AM","Executive Director","63298231","f1fd523a","Y","Theatre;Literary Arts;Multi-disciplinary","Partner","Chicago","IL",41.9631237521488,-87.7004917900874,"Lincoln Square"
"172","492","05/15/2020 - 11AM","Community Member","422f9795","e6a4b214","Y",NA,"Partner","Chicago","IL",41.884205062164,-87.6403782205242,"Loop"
"173","493","4/22/2020 - 2PM","Executive Director","489aa4fb","0dc87e13","Y",NA,"Partner","Chicago","IL",41.8972212809642,-87.6473468323325,"Uptown"
